application_id,applicant_id,employment_id,contact_info_id,next_of_kin_id,application_date,loan_type,loan_amount_requested_usd,loan_purpose,repayment_tenure_months
USLW-APP-20240422-193,Ap548982,Em548982,Ci548982,Nk548982,2024-04-22,Personal,30568.0,Other,50.0
USLW-APP-20250129-729,Ap224046,Em224046,Ci224046,Nk224046,2025-01-29,Personal,15117.0,Other,27.0
USLW-APP-20240515-914,Ap506619,Em506619,Ci506619,Nk506619,2024-05-15,Small Business,235369.0,Working Capital,54.0
USLW-APP-20240618-797,Ap132097,Em132097,Ci132097,Nk132097,2024-06-18,Personal,1939.0,Home Improvement,50.0
USLW-APP-20240715-161,Ap766326,Em766326,Ci766326,Nk766326,2024-07-15,Small Business,300923.0,Working Capital,29.0
USLW-APP-20240811-498,Ap749150,Em749150,Ci749150,Nk749150,2024-08-11,Personal,14916.0,Vacation,18.0
USLW-APP-20250202-297,Ap330229,Em330229,Ci330229,Nk330229,2025-02-02,Small Business,235723.0,Working Capital,60.0
USLW-APP-20240926-722,Ap218834,Em218834,Ci218834,Nk218834,2024-09-26,Personal,49037.0,Home Improvement,12.0
USLW-APP-20241111-397,Ap193848,Em193848,Ci193848,Nk193848,2024-11-11,Personal,32761.0,Vacation,43.0
USLW-APP-20241206-183,Ap152921,Em152921,Ci152921,Nk152921,2024-12-06,Personal,44815.0,Education,29.0
USLW-APP-20250327-145,Ap805086,Em805086,Ci805086,Nk805086,2025-03-27,Personal,5794.0,Vacation,49.0
USLW-APP-20240426-109,Ap750429,Em750429,Ci750429,Nk750429,2024-04-26,Mortgage,931329.0,Home Purchase,212.0
USLW-APP-20240502-158,Ap805660,Em805660,Ci805660,Nk805660,2024-05-02,Small Business,11243.0,Inventory,46.0
USLW-APP-20240602-719,Ap384821,Em384821,Ci384821,Nk384821,2024-06-02,Personal,29406.0,Home Improvement,40.0
USLW-APP-20250123-906,Ap155609,Em155609,Ci155609,Nk155609,2025-01-23,Personal,31628.0,Vacation,22.0
USLW-APP-20240617-301,Ap327897,Em327897,Ci327897,Nk327897,2024-06-17,Auto,49141.0,Refinance,62.0
USLW-APP-20240720-334,Ap131024,Em131024,Ci131024,Nk131024,2024-07-20,Small Business,350650.0,Working Capital,48.0
USLW-APP-20240907-750,Ap170313,Em170313,Ci170313,Nk170313,2024-09-07,Small Business,496477.0,Equipment Purchase,52.0
USLW-APP-20240915-655,Ap489957,Em489957,Ci489957,Nk489957,2024-09-15,Mortgage,447968.0,Refinance,267.0
USLW-APP-20240823-612,Ap284078,Em284078,Ci284078,Nk284078,2024-08-23,Mortgage,644505.0,Home Purchase,285.0
USLW-APP-20240609-927,Ap457429,Em457429,Ci457429,Nk457429,2024-06-09,Small Business,82712.0,Inventory,30.0
USLW-APP-20250202-274,Ap561243,Em561243,Ci561243,Nk561243,2025-02-02,Personal,12489.0,Debt Consolidation,43.0
USLW-APP-20250124-255,Ap213632,Em213632,Ci213632,Nk213632,2025-01-24,Auto,12427.0,Used Car Purchase,68.0
USLW-APP-20240828-261,Ap351451,Em351451,Ci351451,Nk351451,2024-08-28,Small Business,398510.0,Startup Costs,51.0
USLW-APP-20240511-261,Ap103051,Em103051,Ci103051,Nk103051,2024-05-11,Personal,45642.0,Medical Expenses,14.0
USLW-APP-20240729-986,Ap804107,Em804107,Ci804107,Nk804107,2024-07-29,Auto,64870.0,Used Car Purchase,59.0
USLW-APP-20240626-854,Ap476836,Em476836,Ci476836,Nk476836,2024-06-26,Personal,31131.0,Debt Consolidation,27.0
USLW-APP-20241231-190,Ap711523,Em711523,Ci711523,Nk711523,2024-12-31,Personal,42553.0,Other,19.0
USLW-APP-20250218-110,Ap821772,Em821772,Ci821772,Nk821772,2025-02-18,Personal,29836.0,Home Improvement,31.0
USLW-APP-20240529-877,Ap289407,Em289407,Ci289407,Nk289407,2024-05-29,Auto,12693.0,New Car Purchase,32.0
USLW-APP-20250325-579,Ap549395,Em549395,Ci549395,Nk549395,2025-03-25,Personal,35466.0,Vacation,52.0
USLW-APP-20240617-543,Ap562894,Em562894,Ci562894,Nk562894,2024-06-17,Personal,14380.0,Debt Consolidation,16.0
USLW-APP-20240812-665,Ap311810,Em311810,Ci311810,Nk311810,2024-08-12,Personal,14403.0,Education,18.0
USLW-APP-20241013-663,Ap827975,Em827975,Ci827975,Nk827975,2024-10-13,Personal,46648.0,Home Improvement,42.0
USLW-APP-20250214-937,Ap173523,Em173523,Ci173523,Nk173523,2025-02-14,Mortgage,984268.0,Home Purchase,186.0
USLW-APP-20250123-825,Ap860463,Em860463,Ci860463,Nk860463,2025-01-23,Mortgage,721381.0,Refinance,185.0
USLW-APP-20250113-636,Ap194476,Em194476,Ci194476,Nk194476,2025-01-13,Personal,11959.0,Other,35.0
USLW-APP-20250401-330,Ap333841,Em333841,Ci333841,Nk333841,2025-04-01,Small Business,139178.0,Equipment Purchase,83.0
USLW-APP-20250208-267,Ap903451,Em903451,Ci903451,Nk903451,2025-02-08,Mortgage,527820.0,Refinance,202.0
USLW-APP-20240626-339,Ap970045,Em970045,Ci970045,Nk970045,2024-06-26,Personal,20959.0,Other,14.0
USLW-APP-20240919-242,Ap322866,Em322866,Ci322866,Nk322866,2024-09-19,Small Business,210008.0,Equipment Purchase,66.0
USLW-APP-20250124-161,Ap186672,Em186672,Ci186672,Nk186672,2025-01-24,Auto,26050.0,Used Car Purchase,65.0
USLW-APP-20240526-918,Ap698135,Em698135,Ci698135,Nk698135,2024-05-26,Personal,32321.0,Vacation,14.0
USLW-APP-20241117-417,Ap444894,Em444894,Ci444894,Nk444894,2024-11-17,Personal,14705.0,Education,16.0
USLW-APP-20241111-182,Ap834994,Em834994,Ci834994,Nk834994,2024-11-11,Mortgage,238076.0,Home Purchase,231.0
USLW-APP-20240827-433,Ap128251,Em128251,Ci128251,Nk128251,2024-08-27,Small Business,60841.0,Expansion,44.0
USLW-APP-20250219-763,Ap727769,Em727769,Ci727769,Nk727769,2025-02-19,Small Business,423328.0,Equipment Purchase,26.0
USLW-APP-20240425-971,Ap474710,Em474710,Ci474710,Nk474710,2024-04-25,Personal,46999.0,Home Improvement,37.0
USLW-APP-20241110-755,Ap650233,Em650233,Ci650233,Nk650233,2024-11-10,Personal,32980.0,Home Improvement,25.0
USLW-APP-20250124-674,Ap977284,Em977284,Ci977284,Nk977284,2025-01-24,Personal,47345.0,Medical Expenses,54.0
USLW-APP-20241209-242,Ap132217,Em132217,Ci132217,Nk132217,2024-12-09,Personal,34098.0,Home Improvement,17.0
USLW-APP-20240831-401,Ap108308,Em108308,Ci108308,Nk108308,2024-08-31,Personal,6573.0,Education,51.0
USLW-APP-20241127-906,Ap368093,Em368093,Ci368093,Nk368093,2024-11-27,Personal,42983.0,Other,27.0
USLW-APP-20240815-611,Ap283062,Em283062,Ci283062,Nk283062,2024-08-15,Auto,40263.0,Used Car Purchase,37.0
USLW-APP-20240602-490,Ap494366,Em494366,Ci494366,Nk494366,2024-06-02,Personal,38070.0,Home Improvement,38.0
USLW-APP-20240508-447,Ap844840,Em844840,Ci844840,Nk844840,2024-05-08,Personal,22554.0,Debt Consolidation,33.0
USLW-APP-20240802-351,Ap200235,Em200235,Ci200235,Nk200235,2024-08-02,Personal,17462.0,Education,41.0
USLW-APP-20250118-459,Ap174740,Em174740,Ci174740,Nk174740,2025-01-18,Auto,5021.0,Used Car Purchase,45.0
USLW-APP-20240531-467,Ap478496,Em478496,Ci478496,Nk478496,2024-05-31,Small Business,139282.0,Expansion,43.0
USLW-APP-20241120-671,Ap953049,Em953049,Ci953049,Nk953049,2024-11-20,Small Business,490423.0,Startup Costs,53.0
USLW-APP-20250212-723,Ap850201,Em850201,Ci850201,Nk850201,2025-02-12,Personal,19770.0,Debt Consolidation,60.0
USLW-APP-20241112-847,Ap903328,Em903328,Ci903328,Nk903328,2024-11-12,Personal,38288.0,Medical Expenses,41.0
USLW-APP-20240529-913,Ap277247,Em277247,Ci277247,Nk277247,2024-05-29,Personal,13303.0,Education,54.0
USLW-APP-20240409-117,Ap763165,Em763165,Ci763165,Nk763165,2024-04-09,Personal,49428.0,Home Improvement,26.0
USLW-APP-20240902-945,Ap629525,Em629525,Ci629525,Nk629525,2024-09-02,Personal,20909.0,Home Improvement,58.0
USLW-APP-20241027-479,Ap120056,Em120056,Ci120056,Nk120056,2024-10-27,Personal,14926.0,Other,33.0
USLW-APP-20250326-861,Ap276615,Em276615,Ci276615,Nk276615,2025-03-26,Auto,65181.0,Used Car Purchase,53.0
USLW-APP-20241110-822,Ap287628,Em287628,Ci287628,Nk287628,2024-11-10,Personal,1839.0,Education,58.0
USLW-APP-20241013-715,Ap738836,Em738836,Ci738836,Nk738836,2024-10-13,Auto,11046.0,Refinance,49.0
USLW-APP-20240428-698,Ap473632,Em473632,Ci473632,Nk473632,2024-04-28,Mortgage,130381.0,Home Purchase,209.0
USLW-APP-20250216-905,Ap234415,Em234415,Ci234415,Nk234415,2025-02-16,Personal,47388.0,Debt Consolidation,21.0
USLW-APP-20240718-403,Ap506716,Em506716,Ci506716,Nk506716,2024-07-18,Personal,13392.0,Medical Expenses,40.0
USLW-APP-20240516-295,Ap546438,Em546438,Ci546438,Nk546438,2024-05-16,Small Business,481632.0,Working Capital,29.0
USLW-APP-20250225-669,Ap653663,Em653663,Ci653663,Nk653663,2025-02-25,Mortgage,182311.0,Home Purchase,286.0
USLW-APP-20250206-455,Ap765022,Em765022,Ci765022,Nk765022,2025-02-06,Small Business,233831.0,Equipment Purchase,53.0
USLW-APP-20240403-517,Ap641252,Em641252,Ci641252,Nk641252,2024-04-03,Personal,1820.0,Medical Expenses,17.0
USLW-APP-20240416-581,Ap737717,Em737717,Ci737717,Nk737717,2024-04-16,Small Business,90877.0,Working Capital,26.0
USLW-APP-20250211-129,Ap352764,Em352764,Ci352764,Nk352764,2025-02-11,Personal,32985.0,Home Improvement,46.0
USLW-APP-20240413-312,Ap814998,Em814998,Ci814998,Nk814998,2024-04-13,Small Business,206866.0,Startup Costs,56.0
USLW-APP-20240616-968,Ap566882,Em566882,Ci566882,Nk566882,2024-06-16,Small Business,324896.0,Expansion,79.0
USLW-APP-20240603-325,Ap840427,Em840427,Ci840427,Nk840427,2024-06-03,Personal,38055.0,Other,19.0
USLW-APP-20250305-165,Ap612153,Em612153,Ci612153,Nk612153,2025-03-05,Small Business,179225.0,Equipment Purchase,70.0
USLW-APP-20240809-682,Ap167215,Em167215,Ci167215,Nk167215,2024-08-09,Small Business,409057.0,Startup Costs,28.0
USLW-APP-20241128-842,Ap955474,Em955474,Ci955474,Nk955474,2024-11-28,Small Business,314847.0,Working Capital,63.0
USLW-APP-20240722-742,Ap244356,Em244356,Ci244356,Nk244356,2024-07-22,Personal,18656.0,Vacation,59.0
USLW-APP-20240815-125,Ap303861,Em303861,Ci303861,Nk303861,2024-08-15,Personal,48024.0,Other,59.0
USLW-APP-20241211-858,Ap455612,Em455612,Ci455612,Nk455612,2024-12-11,Personal,37813.0,Medical Expenses,15.0
USLW-APP-20250114-860,Ap554605,Em554605,Ci554605,Nk554605,2025-01-14,Small Business,312393.0,Startup Costs,51.0
USLW-APP-20240517-622,Ap109435,Em109435,Ci109435,Nk109435,2024-05-17,Personal,8040.0,Vacation,38.0
USLW-APP-20240518-668,Ap547556,Em547556,Ci547556,Nk547556,2024-05-18,Personal,1360.0,Home Improvement,55.0
USLW-APP-20241005-757,Ap799438,Em799438,Ci799438,Nk799438,2024-10-05,Mortgage,624778.0,Refinance,266.0
USLW-APP-20240523-421,Ap965264,Em965264,Ci965264,Nk965264,2024-05-23,Small Business,30782.0,Inventory,24.0
USLW-APP-20250330-452,Ap675581,Em675581,Ci675581,Nk675581,2025-03-30,Small Business,356323.0,Working Capital,39.0
USLW-APP-20250226-990,Ap178781,Em178781,Ci178781,Nk178781,2025-02-26,Personal,23533.0,Home Improvement,49.0
USLW-APP-20241027-906,Ap291475,Em291475,Ci291475,Nk291475,2024-10-27,Auto,40615.0,Used Car Purchase,48.0
USLW-APP-20241219-649,Ap260196,Em260196,Ci260196,Nk260196,2024-12-19,Small Business,382291.0,Startup Costs,79.0
USLW-APP-20240412-711,Ap326507,Em326507,Ci326507,Nk326507,2024-04-12,Personal,40259.0,Education,35.0
USLW-APP-20241028-607,Ap406063,Em406063,Ci406063,Nk406063,2024-10-28,Mortgage,318391.0,Refinance,194.0
USLW-APP-20250210-462,Ap864121,Em864121,Ci864121,Nk864121,2025-02-10,Personal,48066.0,Medical Expenses,43.0
USLW-APP-20240515-463,Ap876665,Em876665,Ci876665,Nk876665,2024-05-15,Small Business,230857.0,Expansion,72.0
USLW-APP-20240424-375,Ap790607,Em790607,Ci790607,Nk790607,2024-04-24,Personal,37519.0,Education,12.0
USLW-APP-20250219-938,Ap221172,Em221172,Ci221172,Nk221172,2025-02-19,Auto,29990.0,Refinance,30.0
USLW-APP-20241228-857,Ap456902,Em456902,Ci456902,Nk456902,2024-12-28,Personal,9337.0,Other,14.0
USLW-APP-20240407-133,Ap584963,Em584963,Ci584963,Nk584963,2024-04-07,Personal,22143.0,Home Improvement,50.0
USLW-APP-20240731-992,Ap555968,Em555968,Ci555968,Nk555968,2024-07-31,Personal,8128.0,Home Improvement,35.0
USLW-APP-20240414-382,Ap418717,Em418717,Ci418717,Nk418717,2024-04-14,Small Business,464543.0,Startup Costs,67.0
USLW-APP-20250325-112,Ap159101,Em159101,Ci159101,Nk159101,2025-03-25,Personal,8786.0,Other,41.0
USLW-APP-20250323-357,Ap595972,Em595972,Ci595972,Nk595972,2025-03-23,Personal,44939.0,Other,59.0
USLW-APP-20240618-385,Ap388790,Em388790,Ci388790,Nk388790,2024-06-18,Mortgage,213992.0,Home Purchase,344.0
USLW-APP-20250226-487,Ap990617,Em990617,Ci990617,Nk990617,2025-02-26,Small Business,173802.0,Working Capital,77.0
USLW-APP-20241228-987,Ap647337,Em647337,Ci647337,Nk647337,2024-12-28,Mortgage,953659.0,Home Purchase,265.0
USLW-APP-20240813-356,Ap834965,Em834965,Ci834965,Nk834965,2024-08-13,Small Business,231068.0,Expansion,49.0
USLW-APP-20241224-325,Ap460260,Em460260,Ci460260,Nk460260,2024-12-24,Mortgage,863762.0,Refinance,257.0
USLW-APP-20250203-620,Ap983811,Em983811,Ci983811,Nk983811,2025-02-03,Personal,20331.0,Other,57.0
USLW-APP-20240610-205,Ap692673,Em692673,Ci692673,Nk692673,2024-06-10,Personal,35440.0,Medical Expenses,15.0
USLW-APP-20240418-637,Ap750419,Em750419,Ci750419,Nk750419,2024-04-18,Mortgage,50799.0,Refinance,315.0
USLW-APP-20241029-426,Ap533374,Em533374,Ci533374,Nk533374,2024-10-29,Personal,3992.0,Home Improvement,44.0
USLW-APP-20241223-970,Ap820777,Em820777,Ci820777,Nk820777,2024-12-23,Mortgage,200552.0,Home Purchase,234.0
USLW-APP-20250203-146,Ap647577,Em647577,Ci647577,Nk647577,2025-02-03,Personal,26550.0,Education,47.0
USLW-APP-20240828-636,Ap472370,Em472370,Ci472370,Nk472370,2024-08-28,Personal,31882.0,Medical Expenses,40.0
USLW-APP-20240922-189,Ap987225,Em987225,Ci987225,Nk987225,2024-09-22,Personal,8983.0,Vacation,18.0
USLW-APP-20241204-973,Ap371967,Em371967,Ci371967,Nk371967,2024-12-04,Small Business,486350.0,Startup Costs,61.0
USLW-APP-20241226-597,Ap291232,Em291232,Ci291232,Nk291232,2024-12-26,Small Business,51448.0,Equipment Purchase,53.0
USLW-APP-20240511-364,Ap404119,Em404119,Ci404119,Nk404119,2024-05-11,Small Business,230294.0,Expansion,62.0
USLW-APP-20240410-539,Ap109540,Em109540,Ci109540,Nk109540,2024-04-10,Personal,6495.0,Education,53.0
USLW-APP-20240914-376,Ap640652,Em640652,Ci640652,Nk640652,2024-09-14,Mortgage,144566.0,Home Purchase,186.0
USLW-APP-20241122-987,Ap497827,Em497827,Ci497827,Nk497827,2024-11-22,Personal,3523.0,Debt Consolidation,39.0
USLW-APP-20250312-156,Ap651951,Em651951,Ci651951,Nk651951,2025-03-12,Personal,35637.0,Vacation,45.0
USLW-APP-20240727-946,Ap151991,Em151991,Ci151991,Nk151991,2024-07-27,Auto,22632.0,New Car Purchase,67.0
USLW-APP-20240620-138,Ap288751,Em288751,Ci288751,Nk288751,2024-06-20,Mortgage,395560.0,Home Purchase,304.0
USLW-APP-20240507-933,Ap466326,Em466326,Ci466326,Nk466326,2024-05-07,Personal,3467.0,Vacation,42.0
USLW-APP-20250319-430,Ap786337,Em786337,Ci786337,Nk786337,2025-03-19,Small Business,451788.0,Equipment Purchase,38.0
USLW-APP-20250314-138,Ap718992,Em718992,Ci718992,Nk718992,2025-03-14,Personal,17858.0,Vacation,60.0
USLW-APP-20240726-272,Ap149115,Em149115,Ci149115,Nk149115,2024-07-26,Personal,17279.0,Vacation,18.0
USLW-APP-20250307-115,Ap453151,Em453151,Ci453151,Nk453151,2025-03-07,Personal,39232.0,Home Improvement,48.0
USLW-APP-20240813-920,Ap843583,Em843583,Ci843583,Nk843583,2024-08-13,Personal,22598.0,Vacation,50.0
USLW-APP-20240816-627,Ap291962,Em291962,Ci291962,Nk291962,2024-08-16,Mortgage,276056.0,Refinance,217.0
USLW-APP-20250202-535,Ap821747,Em821747,Ci821747,Nk821747,2025-02-02,Small Business,130871.0,Inventory,72.0
USLW-APP-20250314-791,Ap249143,Em249143,Ci249143,Nk249143,2025-03-14,Small Business,186734.0,Startup Costs,54.0
USLW-APP-20240905-499,Ap814635,Em814635,Ci814635,Nk814635,2024-09-05,Personal,43049.0,Other,25.0
USLW-APP-20240528-903,Ap636226,Em636226,Ci636226,Nk636226,2024-05-28,Small Business,378093.0,Expansion,75.0
USLW-APP-20240608-531,Ap453824,Em453824,Ci453824,Nk453824,2024-06-08,Small Business,154268.0,Expansion,40.0
USLW-APP-20250127-487,Ap104000,Em104000,Ci104000,Nk104000,2025-01-27,Mortgage,761646.0,Refinance,201.0
USLW-APP-20241109-134,Ap825948,Em825948,Ci825948,Nk825948,2024-11-09,Personal,35788.0,Other,41.0
USLW-APP-20240527-579,Ap987474,Em987474,Ci987474,Nk987474,2024-05-27,Mortgage,582499.0,Home Purchase,315.0
USLW-APP-20241202-366,Ap455754,Em455754,Ci455754,Nk455754,2024-12-02,Small Business,497299.0,Working Capital,34.0
USLW-APP-20240804-255,Ap351492,Em351492,Ci351492,Nk351492,2024-08-04,Small Business,418194.0,Working Capital,45.0
USLW-APP-20240405-483,Ap990123,Em990123,Ci990123,Nk990123,2024-04-05,Personal,2715.0,Other,34.0
USLW-APP-20250206-166,Ap599522,Em599522,Ci599522,Nk599522,2025-02-06,Auto,47565.0,Refinance,29.0
USLW-APP-20241016-800,Ap591072,Em591072,Ci591072,Nk591072,2024-10-16,Mortgage,348224.0,Home Purchase,319.0
USLW-APP-20240502-394,Ap138304,Em138304,Ci138304,Nk138304,2024-05-02,Personal,13470.0,Debt Consolidation,24.0
USLW-APP-20240514-695,Ap604999,Em604999,Ci604999,Nk604999,2024-05-14,Personal,32385.0,Vacation,18.0
USLW-APP-20250213-405,Ap431593,Em431593,Ci431593,Nk431593,2025-02-13,Mortgage,999916.0,Refinance,276.0
USLW-APP-20241209-629,Ap707274,Em707274,Ci707274,Nk707274,2024-12-09,Personal,27526.0,Other,28.0
USLW-APP-20241006-104,Ap251836,Em251836,Ci251836,Nk251836,2024-10-06,Small Business,40270.0,Expansion,48.0
USLW-APP-20241028-319,Ap208940,Em208940,Ci208940,Nk208940,2024-10-28,Personal,27113.0,Vacation,37.0
USLW-APP-20250316-606,Ap924926,Em924926,Ci924926,Nk924926,2025-03-16,Personal,3944.0,Education,50.0
USLW-APP-20250204-536,Ap365517,Em365517,Ci365517,Nk365517,2025-02-04,Mortgage,205775.0,Home Purchase,328.0
USLW-APP-20250325-307,Ap767521,Em767521,Ci767521,Nk767521,2025-03-25,Auto,69001.0,Used Car Purchase,44.0
USLW-APP-20241120-207,Ap721820,Em721820,Ci721820,Nk721820,2024-11-20,Personal,4967.0,Home Improvement,34.0
USLW-APP-20240624-464,Ap979090,Em979090,Ci979090,Nk979090,2024-06-24,Personal,45251.0,Home Improvement,12.0
USLW-APP-20241113-565,Ap485777,Em485777,Ci485777,Nk485777,2024-11-13,Personal,36095.0,Other,49.0
USLW-APP-20240419-481,Ap724674,Em724674,Ci724674,Nk724674,2024-04-19,Personal,37527.0,Debt Consolidation,59.0
USLW-APP-20240804-501,Ap651638,Em651638,Ci651638,Nk651638,2024-08-04,Small Business,476199.0,Startup Costs,45.0
USLW-APP-20240807-966,Ap717296,Em717296,Ci717296,Nk717296,2024-08-07,Mortgage,244640.0,Home Purchase,306.0
USLW-APP-20240420-154,Ap980729,Em980729,Ci980729,Nk980729,2024-04-20,Personal,30194.0,Medical Expenses,43.0
USLW-APP-20240620-558,Ap649639,Em649639,Ci649639,Nk649639,2024-06-20,Personal,12545.0,Debt Consolidation,52.0
USLW-APP-20241004-791,Ap712956,Em712956,Ci712956,Nk712956,2024-10-04,Small Business,358095.0,Working Capital,62.0
USLW-APP-20240603-694,Ap738873,Em738873,Ci738873,Nk738873,2024-06-03,Small Business,322331.0,Expansion,40.0
USLW-APP-20250215-214,Ap437497,Em437497,Ci437497,Nk437497,2025-02-15,Personal,8202.0,Medical Expenses,28.0
USLW-APP-20240926-570,Ap307869,Em307869,Ci307869,Nk307869,2024-09-26,Mortgage,633381.0,Refinance,257.0
USLW-APP-20241121-865,Ap165953,Em165953,Ci165953,Nk165953,2024-11-21,Small Business,130315.0,Startup Costs,68.0
USLW-APP-20250208-783,Ap943890,Em943890,Ci943890,Nk943890,2025-02-08,Personal,35642.0,Medical Expenses,55.0
USLW-APP-20241101-973,Ap600328,Em600328,Ci600328,Nk600328,2024-11-01,Personal,10594.0,Medical Expenses,32.0
USLW-APP-20241105-488,Ap906790,Em906790,Ci906790,Nk906790,2024-11-05,Personal,20441.0,Education,30.0
USLW-APP-20241129-165,Ap103267,Em103267,Ci103267,Nk103267,2024-11-29,Small Business,281262.0,Startup Costs,80.0
USLW-APP-20240916-674,Ap182745,Em182745,Ci182745,Nk182745,2024-09-16,Personal,32154.0,Home Improvement,46.0
USLW-APP-20241201-243,Ap976020,Em976020,Ci976020,Nk976020,2024-12-01,Personal,22215.0,Vacation,28.0
USLW-APP-20250121-967,Ap924945,Em924945,Ci924945,Nk924945,2025-01-21,Small Business,275643.0,Expansion,40.0
USLW-APP-20250110-514,Ap257164,Em257164,Ci257164,Nk257164,2025-01-10,Personal,22596.0,Other,29.0
USLW-APP-20240619-461,Ap635626,Em635626,Ci635626,Nk635626,2024-06-19,Auto,63251.0,Refinance,61.0
USLW-APP-20240819-266,Ap231484,Em231484,Ci231484,Nk231484,2024-08-19,Small Business,313247.0,Expansion,28.0
USLW-APP-20241213-418,Ap631831,Em631831,Ci631831,Nk631831,2024-12-13,Personal,45045.0,Education,22.0
USLW-APP-20240826-814,Ap992323,Em992323,Ci992323,Nk992323,2024-08-26,Personal,46950.0,Vacation,54.0
USLW-APP-20240717-867,Ap160692,Em160692,Ci160692,Nk160692,2024-07-17,Mortgage,934216.0,Refinance,203.0
USLW-APP-20250109-345,Ap320156,Em320156,Ci320156,Nk320156,2025-01-09,Personal,10816.0,Debt Consolidation,58.0
USLW-APP-20250210-979,Ap323992,Em323992,Ci323992,Nk323992,2025-02-10,Auto,51257.0,Refinance,26.0
USLW-APP-20241108-315,Ap616771,Em616771,Ci616771,Nk616771,2024-11-08,Personal,14580.0,Education,26.0
USLW-APP-20250103-417,Ap930857,Em930857,Ci930857,Nk930857,2025-01-03,Personal,37126.0,Home Improvement,31.0
USLW-APP-20240813-907,Ap663044,Em663044,Ci663044,Nk663044,2024-08-13,Mortgage,483362.0,Refinance,352.0
USLW-APP-20240429-605,Ap643176,Em643176,Ci643176,Nk643176,2024-04-29,Personal,10688.0,Debt Consolidation,36.0
USLW-APP-20240731-764,Ap791095,Em791095,Ci791095,Nk791095,2024-07-31,Mortgage,237409.0,Home Purchase,218.0
USLW-APP-20240617-357,Ap933727,Em933727,Ci933727,Nk933727,2024-06-17,Mortgage,470432.0,Refinance,195.0
USLW-APP-20250131-811,Ap214352,Em214352,Ci214352,Nk214352,2025-01-31,Personal,41800.0,Debt Consolidation,33.0
USLW-APP-20250326-408,Ap969474,Em969474,Ci969474,Nk969474,2025-03-26,Auto,6384.0,Refinance,65.0
USLW-APP-20241026-337,Ap185999,Em185999,Ci185999,Nk185999,2024-10-26,Personal,12816.0,Vacation,31.0
USLW-APP-20250106-354,Ap117955,Em117955,Ci117955,Nk117955,2025-01-06,Small Business,432216.0,Working Capital,36.0
USLW-APP-20250228-524,Ap924273,Em924273,Ci924273,Nk924273,2025-02-28,Personal,18325.0,Education,23.0
USLW-APP-20240906-463,Ap170640,Em170640,Ci170640,Nk170640,2024-09-06,Personal,49288.0,Other,48.0
USLW-APP-20240430-434,Ap296582,Em296582,Ci296582,Nk296582,2024-04-30,Small Business,236122.0,Expansion,29.0
USLW-APP-20240705-817,Ap844086,Em844086,Ci844086,Nk844086,2024-07-05,Personal,31566.0,Home Improvement,33.0
USLW-APP-20240726-764,Ap500573,Em500573,Ci500573,Nk500573,2024-07-26,Personal,3265.0,Home Improvement,39.0
USLW-APP-20240514-219,Ap525695,Em525695,Ci525695,Nk525695,2024-05-14,Small Business,53632.0,Expansion,31.0
USLW-APP-20240613-905,Ap161476,Em161476,Ci161476,Nk161476,2024-06-13,Small Business,297893.0,Inventory,42.0
USLW-APP-20240530-864,Ap406955,Em406955,Ci406955,Nk406955,2024-05-30,Personal,11701.0,Debt Consolidation,55.0
USLW-APP-20240730-618,Ap267280,Em267280,Ci267280,Nk267280,2024-07-30,Personal,30763.0,Education,19.0
USLW-APP-20250102-302,Ap775510,Em775510,Ci775510,Nk775510,2025-01-02,Personal,37693.0,Debt Consolidation,24.0
USLW-APP-20241002-764,Ap695468,Em695468,Ci695468,Nk695468,2024-10-02,Personal,7005.0,Home Improvement,18.0
USLW-APP-20240513-968,Ap798646,Em798646,Ci798646,Nk798646,2024-05-13,Personal,46182.0,Medical Expenses,46.0
USLW-APP-20241228-358,Ap737144,Em737144,Ci737144,Nk737144,2024-12-28,Personal,46648.0,Medical Expenses,18.0
USLW-APP-20250312-396,Ap954882,Em954882,Ci954882,Nk954882,2025-03-12,Auto,68891.0,New Car Purchase,28.0
USLW-APP-20240604-180,Ap514568,Em514568,Ci514568,Nk514568,2024-06-04,Auto,69543.0,Used Car Purchase,57.0
USLW-APP-20250129-412,Ap286141,Em286141,Ci286141,Nk286141,2025-01-29,Auto,20491.0,Used Car Purchase,49.0
USLW-APP-20240415-813,Ap998320,Em998320,Ci998320,Nk998320,2024-04-15,Small Business,55598.0,Working Capital,28.0
USLW-APP-20240825-676,Ap734736,Em734736,Ci734736,Nk734736,2024-08-25,Mortgage,837252.0,Refinance,250.0
USLW-APP-20250109-983,Ap638685,Em638685,Ci638685,Nk638685,2025-01-09,Small Business,198403.0,Working Capital,35.0
USLW-APP-20241019-450,Ap278031,Em278031,Ci278031,Nk278031,2024-10-19,Auto,47660.0,New Car Purchase,43.0
USLW-APP-20240707-723,Ap219180,Em219180,Ci219180,Nk219180,2024-07-07,Personal,6097.0,Vacation,46.0
USLW-APP-20240507-627,Ap166234,Em166234,Ci166234,Nk166234,2024-05-07,Personal,42257.0,Home Improvement,12.0
USLW-APP-20241016-866,Ap664242,Em664242,Ci664242,Nk664242,2024-10-16,Personal,25930.0,Vacation,27.0
USLW-APP-20240826-673,Ap278352,Em278352,Ci278352,Nk278352,2024-08-26,Personal,32798.0,Vacation,41.0
USLW-APP-20240611-264,Ap179459,Em179459,Ci179459,Nk179459,2024-06-11,Small Business,347209.0,Expansion,54.0
